Time,Power - Grid L1,Power - Grid L2,Power - Grid L3,Total
1603085400000.00,-46.5,-34.77555556,-20.94,-102.2155556
1603086300000.00,-46.53333333,-34.95888889,-21.25555556,-102.7477778
1603087200000.00,-44.18444444,-35.24111111,-20.58444444,-100.01
1603088100000.00,-31.40333333,-25.49111111,-9.932222222,-66.82666667
1603089000000.00,346.9511111,355.6611111,363.24,1065.852222
1603089900000.00,1013.922222,1017.646667,1009.71,3041.278889
1603090800000.00,1459.92,1460.95,1441.28,4362.15
1603091700000.00,1551.787778,1514.622222,1465.142222,4531.552222
1603092600000.00,2148.687778,2101.788889,2028.084444,6278.561111
1603093500000.00,3371.997773,3351.603563,3281.771715,10005.37305
1603094400000.00,4502.18847,4481.359202,4394.215078,13377.76275
1603095300000.00,4965.79,4937.506667,4835.051111,14738.34778
1603096200000.00,8622.152222,8579.143333,8404.874444,25606.17
1603097100000.00,13245.53,13178.17444,12902.85889,39326.56333
1603098000000.00,14568.33778,14491.50111,14189.69889,43249.53778
